word_id,part_of_speech,translation_text,translation_note,image_url,transcription,definition_text,difficulty_level,frequency_percent,sk_wordId,meaning_id
20984,prp,указывает на содержимое чего-либо,часто переводится творит. падежом,//static.skyeng.ru/image/download/project/dictionary/id/143039/width/640/height/480,wɪð,"Used to say what is in or on something, for example what fills or covers it.",3,10.0,14,237671
20984,prp,с,чем-либо; указывает на характерную особенность действия,//static.skyeng.ru/image/download/project/dictionary/id/143041/width/640/height/480,wɪð,Used to describe the way that something is done or the feeling that a person has when they do something.,3,7.0,14,237672
20984,prp,из-за,чего-либо; указывает на причину,//static.skyeng.ru/image/download/project/dictionary/id/113257/width/640/height/480,wɪð,Used to indicate the cause of an action or condition.,4,5.0,14,239871
20984,prp,с,"кем-либо, чем-либо; указывает на отношение к кому-либо или чему-либо",//static.skyeng.ru/image/download/project/dictionary/id/113258/width/640/height/480,wɪð,In relation to something or someone.,4,3.0,14,239872
20985,prp,о,"указывает на тему книги, выступления и т. п.",//static.skyeng.ru/image/download/project/dictionary/id/102421/width/640/height/480,ɒn,Used to say that something concerns a particular subject.,3,0.0,15,237061
20985,prp,на,указывает на временны'е или денежные затраты,//static.skyeng.ru/image/download/project/dictionary/id/101502/width/640/height/480,ɒn,Used to show what money or time is spent on something.,2,0.0,15,236092
20985,prp,по,указывает на метод воспроизведения или трансляции,//static.skyeng.ru/image/download/project/dictionary/id/101501/width/640/height/480,ɒn,Used to show in what manner something is recorded or broadcast.,2,0.0,15,236091
20985,prp,на,указывает на некоторые способы передвижения,//static.skyeng.ru/image/download/project/dictionary/id/101506/width/640/height/480,ɒn,Used for showing certain methods of travelling.,1,0.0,15,236089
20985,prp,на,при указании пути,//static.skyeng.ru/image/download/project/dictionary/id/104615/width/640/height/480,ɒn,Used to refer to a place when giving directions to go somewhere.,1,0.0,15,236088
20985,r,дальше,указывает на продвижение вперёд во времени или пространстве,//static.skyeng.ru/image/download/project/dictionary/id/34777/width/640/height/480,ɒn,Used to show that the action continues.,3,100.0,15,90526
20985,j,включённый,,//static.skyeng.ru/image/download/project/dictionary/id/218360/width/640/height/480,ɒn,In operation or operational.,2,0.0,15,90524
20986,v,вспомогательный глагол,образует отрицательные и вопросительные формы настоящего простого и прошедшего простого времени,//static.skyeng.ru/image/download/project/dictionary/id/100776/width/640/height/480,duː,(auxiliary verb) used with another verb to form questions and negative forms in Present and Past Simple tenses.,1,19.0,16,235987
20986,v,вспомогательный глагол,употребляется вместо другого глагола в настоящем и прошедшем простом времени во избежание повторения этого глагола,//static.skyeng.ru/image/download/project/dictionary/id/114327/width/640/height/480,duː,(auxiliary verb) used to avoid repeating a verb that was used earlier in the sentence.,1,17.5,16,240577
20986,v,вспомогательный глагол,"используется для усиления; модель перевода: ""Что-то действительно произошло""",//static.skyeng.ru/image/download/project/dictionary/id/105150/width/640/height/480,duː,(auxiliary verb) used to put extra emphasis on the main verb.,1,15.9,16,237939
20986,v,делать,,//static.skyeng.ru/image/download/project/dictionary/id/217377/width/640/height/480,duː,To perform an action or job.,1,14.3,16,149919
20986,v,приносить,пользу,//static.skyeng.ru/image/download/project/dictionary/id/17917/width/640/height/480,duː,To have a good or bad effect on something or someone.,0,12.7,16,149923
20986,v,справляться,обычно в вопросительных предложениях,//static.skyeng.ru/image/download/project/dictionary/id/104506/width/640/height/480,duː,To be successful or feeling well (usually in interrogative sentences).,1,11.1,16,238720
20986,v,приводить в порядок,,//static.skyeng.ru/image/download/project/dictionary/id/148001/width/640/height/480,duː,(informal) to clean or make a place tidy.,0,9.5,16,149930
20987,v,сказать,,//static.skyeng.ru/image/download/project/dictionary/id/224103/width/640/height/480,seɪ,"To convey information, an opinion, an instruction, a feeling or intention, using spoken words.",1,98.2,17,72092
20987,v,предполагать,,//static.skyeng.ru/image/download/project/dictionary/id/17780/width/640/height/480,seɪ,To express a supposition.,1,1.5,17,72094
20987,v,произносить,,//static.skyeng.ru/image/download/project/dictionary/id/17794/width/640/height/480,seɪ,"To speak, pronounce, or utter in a certain way.",1,0.2,17,72097
20987,v,говорить,что-либо о ком-либо или о чём-либо,//static.skyeng.ru/image/download/project/dictionary/id/210914/width/640/height/480,seɪ,(of inanimate things) to show what someone or something is like.,4,0.1,17,72098
20987,v,выражать,,//static.skyeng.ru/image/download/project/dictionary/id/144528/width/640/height/480,seɪ,To show what a person thinks without using words.,4,0.0,17,253139
20987,r,например,,//static.skyeng.ru/image/download/project/dictionary/id/141943/width/640/height/480,seɪ,For example; as an example.,5,0.0,17,235214
20987,r,приблизительно,,//static.skyeng.ru/image/download/project/dictionary/id/141942/width/640/height/480,seɪ,"Approximately, about.",5,0.0,17,253141
20988,prn,это,"то, что можно увидеть",//static.skyeng.ru/image/download/project/dictionary/id/221330/width/640/height/480,ðɪs,Referring to something or someone that can be seen or pointed to.,2,24.0,18,236524
20988,prn,это,ближайший к говорящему объект,//static.skyeng.ru/image/download/project/dictionary/id/152508/width/640/height/480,ðɪs,Referring to the nearer of two things close to the speaker (in opposition to 'that').,0,16.0,18,254430
20988,prn,это,"указывает на то, что недавно упоминалось",//static.skyeng.ru/image/download/project/dictionary/id/152506/width/640/height/480,ðɪs,Used to refer to a specific thing or situation just mentioned.,2,12.0,18,235179
20988,prn,вот,используется при описании происходящего в данный момент,//static.skyeng.ru/image/download/project/dictionary/id/101931/width/640/height/480,ðɪs,Used to refer to something that is happening or something that you are doing.,2,8.0,18,236525
20988,j,этот,о видимом предмете или человеке,//static.skyeng.ru/image/download/project/dictionary/id/101793/width/640/height/480,ðɪs,"Used to refer to a particular person, thing or event that is close to somebody (in opposition to 'that').",1,20.0,18,236646
20988,j,этот,об уже упоминавшемся предмете,//static.skyeng.ru/image/download/project/dictionary/id/143849/width/640/height/480,ðɪs,Referring to something that someone has already talked about.,1,12.0,18,236645
20988,j,этот,день; месяц и т.д.,//static.skyeng.ru/image/download/project/dictionary/id/101794/width/640/height/480,ðɪs,Referring to the periods of time related to the present.,1,8.0,18,236644
20989,prn,они,,//static.skyeng.ru/image/download/project/dictionary/id/221327/width/640/height/480,ðeɪ,"Used to refer to a group of people, animals, or things previously mentioned or easily identified.",1,50.0,19,227861
20989,prn,он или она,,//static.skyeng.ru/image/download/project/dictionary/id/116163/width/640/height/480,ðeɪ,"Used for referring to a person of unspecified gender, to avoid saying 'him' or 'her'.",3,30.0,19,241817
20989,prn,они,в безличных предложениях; чаще опускается в переводе,//static.skyeng.ru/image/download/project/dictionary/id/107822/width/640/height/480,ðeɪ,Used to refer to people in general.,4,20.0,19,239355
20990,abb,вспомогательный трансформатор,,//static.skyeng.ru/image/download/project/dictionary/id/138334/width/640/height/480,æt,Auxiliary Transformer.,0,100.0,173401,247363
20991,cjc,но,,//static.skyeng.ru/image/download/project/dictionary/id/225588/width/640/height/480,bʌt,"Used to introduce something which contrasts with what was said before, or to introduce something which adds to what was said before.",1,87.5,21,227963
20991,cjc,кроме как,,//static.skyeng.ru/image/download/project/dictionary/id/141900/width/640/height/480,bʌt,(after negatives) used to show the impossibility of anything other than what is being said.,1,12.5,21,240211
20991,cjc,а,,//static.skyeng.ru/image/download/project/dictionary/id/144931/width/640/height/480,bʌt,(at the beginning of a sentence) used to change the subject of the discussion.,3,0.0,21,253122
20991,cjc,"без того, чтобы не",употребляется после отрицаний,//static.skyeng.ru/image/download/project/dictionary/id/141904/width/640/height/480,bʌt,"(after negatives, formal) used to say that something does not happen without something else happening.",5,0.0,21,253118
20991,cjc,что,,//static.skyeng.ru/image/download/project/dictionary/id/141924/width/640/height/480,bʌt,"(after words like 'doubt', 'deny', etc., with a negative word like 'not') used to introduce a new part of the sentence.",5,0.0,21,253119
20991,prp,кроме,,//static.skyeng.ru/image/download/project/dictionary/id/221728/width/640/height/480,bʌt,"Used to denote something that is not included in the previous statement; except, apart from, other than.",1,0.0,21,233801
20991,r,только,,//static.skyeng.ru/image/download/project/dictionary/id/225801/width/640/height/480,bʌt,"Used to say that something is limited to not more than the people, things, amount, or activity stated (synonym - 'only').",1,0.0,21,49839
20992,prn,мы,,//static.skyeng.ru/image/download/project/dictionary/id/221396/width/640/height/480,wiː,Used as the subject of a verb to refer to a group including the speaker and one or more other people considered together.,1,70.0,22,227862
20992,prn,мы,в обобщённых суждениях,//static.skyeng.ru/image/download/project/dictionary/id/102842/width/640/height/480,wiː,Used for referring to people generally.,3,30.0,22,237696
20993,prn,его,зависимая форма местоимения,//static.skyeng.ru/image/download/project/dictionary/id/217861/width/640/height/480,hɪz,"Belonging or relating to a man, boy, or male animal previously mentioned (dependent form of the pronoun).",1,70.0,23,227863
20993,prn,его,свободная форма местоимения,//static.skyeng.ru/image/download/project/dictionary/id/104530/width/640/height/480,hɪz,Belonging or relating to a male person or animal previously mentioned or easily identified (independent form of the pronoun).,2,30.0,23,239214
20994,prp,от,"указывает на отстранение, предотвращение, избавление",//static.skyeng.ru/image/download/project/dictionary/id/140923/width/640/height/480,frɒm,"Used to show what someone is not allowed to do or know, or what was prevented.",4,14.3,24,236155
20994,prp,от,"указывает на начало, исходный момент",//static.skyeng.ru/image/download/project/dictionary/id/101765/width/640/height/480,frɒm,Used to show the time when something starts or the time when it was made for the first time.,1,14.3,24,236151
20994,prp,от,указывает на исходное положение,//static.skyeng.ru/image/download/project/dictionary/id/134209/width/640/height/480,frɒm,Used to show that somebody or something starts somewhere.,1,14.3,24,227864
20994,prp,от,указывает на происхождение,//static.skyeng.ru/image/download/project/dictionary/id/101766/width/640/height/480,frɒm,Used when speaking about the origin of someone or something.,1,14.3,24,236150
20994,prp,из,указывает на материал или состав,//static.skyeng.ru/image/download/project/dictionary/id/100849/width/640/height/480,frɒm,Used to show the material or substance of which something is made.,2,14.3,24,236013
20994,prp,из,"указывает на причину состояния, действия",//static.skyeng.ru/image/download/project/dictionary/id/105274/width/640/height/480,frɒm,Used to show the reason why something happens.,0,14.3,24,236153
20994,prp,от,используется при сравнении,//static.skyeng.ru/image/download/project/dictionary/id/102200/width/640/height/480,frɒm,"Used when trying to compare two things, people or places.",3,14.3,24,237137
20995,r,не,"выражает отрицание; краткая форма - ""n't""",//static.skyeng.ru/image/download/project/dictionary/id/10330/width/640/height/480,nɒt,"Negation of a word or group of words, used with different parts of speech (short form - ""n't"").",1,100.0,25,122545
20995,r,не,используется в расчленённом вопросе,//static.skyeng.ru/image/download/project/dictionary/id/102416/width/640/height/480,nɒt,"(in the short form ""n't"") used to form tag questions added to a statement (as to gain confirmation of that statement).",1,0.0,25,237037
20995,r,нет,,//static.skyeng.ru/image/download/project/dictionary/id/228662/width/640/height/480,nɒt,"Used after verbs like 'be afraid', 'hope', 'suspect', etc. to mean the opposite of what was said before.",1,0.0,25,236094
20995,r,ни,используется для усиления отрицания,//static.skyeng.ru/image/download/project/dictionary/id/143722/width/640/height/480,nɒt,Used with adjectives or nouns to emphasize negation.,3,0.0,25,253787
20997,prp,вдоль,,//static.skyeng.ru/image/download/project/dictionary/id/99424/width/640/height/480,baɪ,A preposition that describes moving along without stop.,2,100.0,27,147005
20997,prp,указывает на причину действия,,//static.skyeng.ru/image/download/project/dictionary/id/142893/width/640/height/480,baɪ,A preposition indicating what caused something.,4,0.0,27,253386
20997,prp,за,брать кого/что-либо за что-либо,//static.skyeng.ru/image/download/project/dictionary/id/104372/width/640/height/480,baɪ,A preposition describing that somebody holds a particular part of someone or something.,2,0.0,27,237594
20997,prp,по,указывает на единицу измерения или количество,//static.skyeng.ru/image/download/project/dictionary/id/141338/width/640/height/480,baɪ,A preposition indicating amounts or measurements.,2,0.0,27,237595
20997,prp,при помощи,указывает на инструмент или способ действия,//static.skyeng.ru/image/download/project/dictionary/id/100802/width/640/height/480,baɪ,A preposition indicating the means or method of doing something.,2,0.0,27,236118
20997,prp,указывает на деятеля или автора,,//static.skyeng.ru/image/download/project/dictionary/id/141789/width/640/height/480,baɪ,(usually with passive) a preposition identifying who did something.,2,0.0,27,227964
20997,prp,за,"указывает на очерёдность, последовательность",//static.skyeng.ru/image/download/project/dictionary/id/141790/width/640/height/480,baɪ,A preposition showing that something repeats or changes with every time unit that passes.,3,0.0,27,235163
20998,prn,она,,//static.skyeng.ru/image/download/project/dictionary/id/220931/width/640/height/480,ʃiː,Used as the subject of a verb referring to a female person or animal that has already been mentioned.,1,100.0,28,227866
20999,cjc,или,связывает разные предложения или однородные члены предложения,//static.skyeng.ru/image/download/project/dictionary/id/218384/width/640/height/480,ɔː,"Used between two words or phrases to say that either of two things is possible, or used before the last in a list of possibilities.",1,30.0,29,228125
20999,cjc,иначе,,//static.skyeng.ru/image/download/project/dictionary/id/110866/width/640/height/480,ɔː,Used to give a reason for something you have said.,1,20.0,29,240239
20999,cjc,а (не) то,,//static.skyeng.ru/image/download/project/dictionary/id/102428/width/640/height/480,ɔː,Used to say what will happen if someone does not do something.,3,20.0,29,237042
20999,cjc,ни ... ни,соединяет два однородных члена в предложениях с отрицанием,//static.skyeng.ru/image/download/project/dictionary/id/101510/width/640/height/480,ɔː,Used in negative statements between a list of things to mean not any of those things or people.,2,20.0,29,236109
20999,cjc,точнее,,//static.skyeng.ru/image/download/project/dictionary/id/143446/width/640/height/480,ɔː,Used to correct or to add more information about something you have said.,4,10.0,29,238707
21000,cjc,так же ... как,используется при сравнении,//static.skyeng.ru/image/download/project/dictionary/id/114983/width/640/height/480,æz æz,Used in comparisons to refer to the extent or degree of something.,2,100.0,166096,235173
21001,prn,какой?,в вопросительных предложениях,//static.skyeng.ru/image/download/project/dictionary/id/89888/width/640/height/480,wɒt,"Used to ask for information about something, usually in order to specify it.",1,33.3,31,236611
21001,prn,какой!,обычно в восклицательных предложениях,//static.skyeng.ru/image/download/project/dictionary/id/48696/width/640/height/480,wɒt,"Used to give your opinion, especially when you have strong feelings about something.",1,33.3,31,237664
21001,prn,что,,//static.skyeng.ru/image/download/project/dictionary/id/221409/width/640/height/480,wɒt,Used to refer to something without naming it.,1,33.3,31,237663
